Emoji	Name	Group	Subgroup	Code Point	Code	Status
👨🏼‍🦯‍➡️	Man with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏼‍🦯‍➡	Man with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨🏽‍🦯‍➡️	Man with white cane facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏽‍🦯‍➡	Man with white cane facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨🏾‍🦯‍➡️	Man with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏾‍🦯‍➡	Man with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨🏿‍🦯‍➡️	Man with white cane facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏿‍🦯‍➡	Man with white cane facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩‍🦯	Woman with white cane	People & Body	Person Activity	1F469 200D 1F9AF	E12.0	Fully Qualified
👩🏻‍🦯	Woman with white cane: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9AF	E12.0	Fully Qualified
👩🏼‍🦯	Woman with white cane: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9AF	E12.0	Fully Qualified
👩🏽‍🦯	Woman with white cane: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9AF	E12.0	Fully Qualified
👩🏾‍🦯	Woman with white cane: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9AF	E12.0	Fully Qualified
👩🏿‍🦯	Woman with white cane: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9AF	E12.0	Fully Qualified
👩‍🦯‍➡️	Woman with white cane facing right	People & Body	Person Activity	1F469 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩‍🦯‍➡	Woman with white cane facing right	People & Body	Person Activity	1F469 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩🏻‍🦯‍➡️	Woman with white cane facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏻‍🦯‍➡	Woman with white cane facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩🏼‍🦯‍➡️	Woman with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏼‍🦯‍➡	Woman with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩🏽‍🦯‍➡️	Woman with white cane facing right: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏽‍🦯‍➡	Woman with white cane facing right: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩🏾‍🦯‍➡️	Woman with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏾‍🦯‍➡	Woman with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👩🏿‍🦯‍➡️	Woman with white cane facing right: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏿‍🦯‍➡	Woman with white cane facing right: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑‍🦼	Person in motorized wheelchair	People & Body	Person Activity	1F9D1 200D 1F9BC	E12.1	Fully Qualified
🧑🏻‍🦼	Person in motorized wheelchair: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9BC	E12.1	Fully Qualified
🧑🏼‍🦼	Person in motorized wheelchair: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9BC	E12.1	Fully Qualified
🧑🏽‍🦼	Person in motorized wheelchair: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9BC	E12.1	Fully Qualified
🧑🏾‍🦼	Person in motorized wheelchair: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9BC	E12.1	Fully Qualified
🧑🏿‍🦼	Person in motorized wheelchair: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9BC	E12.1	Fully Qualified
🧑‍🦼‍➡️	Person in motorized wheelchair facing right	People & Body	Person Activity	1F9D1 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑‍🦼‍➡	Person in motorized wheelchair facing right	People & Body	Person Activity	1F9D1 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑🏻‍🦼‍➡️	Person in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏻‍🦼‍➡	Person in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑🏼‍🦼‍➡️	Person in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏼‍🦼‍➡	Person in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑🏽‍🦼‍➡️	Person in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏽‍🦼‍➡	Person in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑🏾‍🦼‍➡️	Person in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏾‍🦼‍➡	Person in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑🏿‍🦼‍➡️	Person in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏿‍🦼‍➡	Person in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨‍🦼	Man in motorized wheelchair	People & Body	Person Activity	1F468 200D 1F9BC	E12.0	Fully Qualified
👨🏻‍🦼	Man in motorized wheelchair: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9BC	E12.0	Fully Qualified
👨🏼‍🦼	Man in motorized wheelchair: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9BC	E12.0	Fully Qualified
👨🏽‍🦼	Man in motorized wheelchair: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9BC	E12.0	Fully Qualified
👨🏾‍🦼	Man in motorized wheelchair: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9BC	E12.0	Fully Qualified
👨🏿‍🦼	Man in motorized wheelchair: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9BC	E12.0	Fully Qualified
👨‍🦼‍➡️	Man in motorized wheelchair facing right	People & Body	Person Activity	1F468 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨‍🦼‍➡	Man in motorized wheelchair facing right	People & Body	Person Activity	1F468 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨🏻‍🦼‍➡️	Man in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏻‍🦼‍➡	Man in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨🏼‍🦼‍➡️	Man in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏼‍🦼‍➡	Man in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨🏽‍🦼‍➡️	Man in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏽‍🦼‍➡	Man in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨🏾‍🦼‍➡️	Man in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏾‍🦼‍➡	Man in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👨🏿‍🦼‍➡️	Man in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏿‍🦼‍➡	Man in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩‍🦼	Woman in motorized wheelchair	People & Body	Person Activity	1F469 200D 1F9BC	E12.0	Fully Qualified
👩🏻‍🦼	Woman in motorized wheelchair: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9BC	E12.0	Fully Qualified
👩🏼‍🦼	Woman in motorized wheelchair: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9BC	E12.0	Fully Qualified
👩🏽‍🦼	Woman in motorized wheelchair: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9BC	E12.0	Fully Qualified
👩🏾‍🦼	Woman in motorized wheelchair: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9BC	E12.0	Fully Qualified
👩🏿‍🦼	Woman in motorized wheelchair: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9BC	E12.0	Fully Qualified
👩‍🦼‍➡️	Woman in motorized wheelchair facing right	People & Body	Person Activity	1F469 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩‍🦼‍➡	Woman in motorized wheelchair facing right	People & Body	Person Activity	1F469 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩🏻‍🦼‍➡️	Woman in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏻‍🦼‍➡	Woman in motorized wheelchair facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩🏼‍🦼‍➡️	Woman in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏼‍🦼‍➡	Woman in motorized wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩🏽‍🦼‍➡️	Woman in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏽‍🦼‍➡	Woman in motorized wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩🏾‍🦼‍➡️	Woman in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏾‍🦼‍➡	Woman in motorized wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
👩🏿‍🦼‍➡️	Woman in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9BC 200D 27A1 FE0F	E15.1	Fully Qualified
👩🏿‍🦼‍➡	Woman in motorized wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9BC 200D 27A1	E15.1	Minimally Qualified
🧑‍🦽	Person in manual wheelchair	People & Body	Person Activity	1F9D1 200D 1F9BD	E12.1	Fully Qualified
🧑🏻‍🦽	Person in manual wheelchair: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9BD	E12.1	Fully Qualified
🧑🏼‍🦽	Person in manual wheelchair: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9BD	E12.1	Fully Qualified
🧑🏽‍🦽	Person in manual wheelchair: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9BD	E12.1	Fully Qualified
🧑🏾‍🦽	Person in manual wheelchair: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9BD	E12.1	Fully Qualified
🧑🏿‍🦽	Person in manual wheelchair: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9BD	E12.1	Fully Qualified
🧑‍🦽‍➡️	Person in manual wheelchair facing right	People & Body	Person Activity	1F9D1 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑‍🦽‍➡	Person in manual wheelchair facing right	People & Body	Person Activity	1F9D1 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🧑🏻‍🦽‍➡️	Person in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏻‍🦽‍➡	Person in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🧑🏼‍🦽‍➡️	Person in manual wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏼‍🦽‍➡	Person in manual wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🧑🏽‍🦽‍➡️	Person in manual wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏽‍🦽‍➡	Person in manual wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🧑🏾‍🦽‍➡️	Person in manual wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏾‍🦽‍➡	Person in manual wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
🧑🏿‍🦽‍➡️	Person in manual wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏿‍🦽‍➡	Person in manual wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨‍🦽	Man in manual wheelchair	People & Body	Person Activity	1F468 200D 1F9BD	E12.0	Fully Qualified
👨🏻‍🦽	Man in manual wheelchair: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9BD	E12.0	Fully Qualified
👨🏼‍🦽	Man in manual wheelchair: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9BD	E12.0	Fully Qualified
👨🏽‍🦽	Man in manual wheelchair: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9BD	E12.0	Fully Qualified
👨🏾‍🦽	Man in manual wheelchair: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9BD	E12.0	Fully Qualified
👨🏿‍🦽	Man in manual wheelchair: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9BD	E12.0	Fully Qualified
👨‍🦽‍➡️	Man in manual wheelchair facing right	People & Body	Person Activity	1F468 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨‍🦽‍➡	Man in manual wheelchair facing right	People & Body	Person Activity	1F468 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨🏻‍🦽‍➡️	Man in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏻‍🦽‍➡	Man in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨🏼‍🦽‍➡️	Man in manual wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏼‍🦽‍➡	Man in manual wheelchair facing right: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨🏽‍🦽‍➡️	Man in manual wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏽‍🦽‍➡	Man in manual wheelchair facing right: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨🏾‍🦽‍➡️	Man in manual wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏾‍🦽‍➡	Man in manual wheelchair facing right: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👨🏿‍🦽‍➡️	Man in manual wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏿‍🦽‍➡	Man in manual wheelchair facing right: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👩‍🦽	Woman in manual wheelchair	People & Body	Person Activity	1F469 200D 1F9BD	E12.0	Fully Qualified
👩🏻‍🦽	Woman in manual wheelchair: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9BD	E12.0	Fully Qualified
👩🏼‍🦽	Woman in manual wheelchair: Medium-light skin tone	People & Body	Person Activity	1F469 1F3FC 200D 1F9BD	E12.0	Fully Qualified
👩🏽‍🦽	Woman in manual wheelchair: Medium skin tone	People & Body	Person Activity	1F469 1F3FD 200D 1F9BD	E12.0	Fully Qualified
👩🏾‍🦽	Woman in manual wheelchair: Medium-dark skin tone	People & Body	Person Activity	1F469 1F3FE 200D 1F9BD	E12.0	Fully Qualified
👩🏿‍🦽	Woman in manual wheelchair: Dark skin tone	People & Body	Person Activity	1F469 1F3FF 200D 1F9BD	E12.0	Fully Qualified
👩‍🦽‍➡️	Woman in manual wheelchair facing right	People & Body	Person Activity	1F469 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
👩‍🦽‍➡	Woman in manual wheelchair facing right	People & Body	Person Activity	1F469 200D 1F9BD 200D 27A1	E15.1	Minimally Qualified
👩🏻‍🦽‍➡️	Woman in manual wheelchair facing right: Light skin tone	People & Body	Person Activity	1F469 1F3FB 200D 1F9BD 200D 27A1 FE0F	E15.1	Fully Qualified
